SCER_GENE;SPAR_GENE;SGD;SGD_SYSTEMATIC_ID;STANDARD_NAME;SCER_MAPPABLE_BASES;SPAR_MAPPABLE_BASES;HYBRID_SCER_MRNA_REP1_TOTCOV;HYBRID_SCER_MRNA_REP2_TOTCOV;HYBRID_SPAR_MRNA_REP1_TOTCOV;HYBRID_SPAR_MRNA_REP2_TOTCOV;HYBRID_MRNA_REP1_RAT;HYBRID_MRNA_REP2_RAT;PARENTAL_SCER_MRNA_REP1_TOTCOV;PARENTAL_SCER_MRNA_REP2_TOTCOV;PARENTAL_SPAR_MRNA_REP1_TOTCOV;PARENTAL_SPAR_MRNA_REP2_TOTCOV;PARENTAL_MRNA_REP1_RAT;PARENTAL_MRNA_REP2_RAT;HYBRID_SCER_RIBO_REP1_TOTCOV;HYBRID_SCER_RIBO_REP2_TOTCOV;HYBRID_SPAR_RIBO_REP1_TOTCOV;HYBRID_SPAR_RIBO_REP2_TOTCOV;HYBRID_RIBO_REP1_RAT;HYBRID_RIBO_REP2_RAT;PARENTAL_SCER_RIBO_REP1_TOTCOV;PARENTAL_SCER_RIBO_REP2_TOTCOV;PARENTAL_SPAR_RIBO_REP1_TOTCOV;PARENTAL_SPAR_RIBO_REP2_TOTCOV;PARENTAL_RIBO_REP1_RAT;PARENTAL_RIBO_REP2_RAT;MRNA_CIS_TEST;TRANSL_CIS_TEST;PARENTAL_TEST;MRNA_CIS_MAX_P;MRNA_CIS_DIR;MRNA_CIS_NO_TEST;TRANSL_CIS_MAX_P;TRANSL_CIS_DIR;TRANSL_CIS_NO_TEST;MRNA_TRANS_MAX_P;MRNA_TRANS_DIR;MRNA_TRANS_NO_TEST;TRANSL_TRANS_MAX_P;TRANSL_TRANS_DIR;TRANSL_TRANS_NO_TEST;MRNA_CIS_FDR_ADJ_P;TRANSL_CIS_FDR_ADJ_P;MRNA_TRANS_FDR_ADJ_P;TRANSL_TRANS_FDR_ADJ_P;MRNA_CIS_SCER;MRNA_CIS_SPAR;TRANSL_CIS_SCER;TRANSL_CIS_SPAR;MRNA_TRANS_SCER;MRNA_TRANS_SPAR;TRANSL_TRANS_SCER;TRANSL_TRANS_SPAR;HYBRID_SCER_MRNA_REP1_RPKM;HYBRID_SCER_MRNA_REP2_RPKM;HYBRID_SPAR_MRNA_REP1_RPKM;HYBRID_SPAR_MRNA_REP2_RPKM;HYBRID_SCER_RIBO_REP1_RPKM;HYBRID_SCER_RIBO_REP2_RPKM;HYBRID_SPAR_RIBO_REP1_RPKM;HYBRID_SPAR_RIBO_REP2_RPKM;PARENTAL_SCER_MRNA_REP1_RPKM;PARENTAL_SCER_MRNA_REP2_RPKM;PARENTAL_SPAR_MRNA_REP1_RPKM;PARENTAL_SPAR_MRNA_REP2_RPKM;PARENTAL_SCER_RIBO_REP1_RPKM;PARENTAL_SCER_RIBO_REP2_RPKM;PARENTAL_SPAR_RIBO_REP1_RPKM;PARENTAL_SPAR_RIBO_REP2_RPKM;AFFECTED_BY_PLOIDY;AFFTECTED_BY_MATING_TYPE;TATA;TIROSH_2008_OPN;CDS_PDIV;PROMOTER_PDIV;FIVE_UTR_PDIV;THREE_UTR_PDIV;FIVE_UTR_50BP_PDIV;KA;KS;OMEGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.380;Spar_2.360;YBR193C;S000000397;MED8;563;563;9733;10065;8780,614807;8735,879068;0,14854652;0,204300576;7072;11508;6947,08521;9168,977674;0,025706814;0,327772359;4361;3490;2344,753426;3131,784626;0,894938398;0,156194767;6293;4871;3858,30589;4408,111983;0,705635782;0,144026014;1;1;1;0,0048;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,5768;SPAR;NA;0,006854908;NA;NA;0,73959981;1;0;0;0;0;0;0;0;106,4438115;107,2375408;96,02854112;93,07576932;85,72964385;102,34698;46,09348373;91,84118467;120,7934466;139,8163111;118,6598369;111,3983868;105,1284003;81,02370581;64,45535138;73,32407484;0;0;0;NA;0,098360656;0,284313725;0,341463415;0,203921569;NA;0,0298234;0,429487;0,0694397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.381;Spar_2.361;YBR194W;S000000398;AIM4;372;372;4922;5113;5229,886127;4368,932022;-0,087517624;0,226841323;3548;5598;3630,741952;5845,266209;-0,033249124;-0,062346344;1009;789;1323,146879;1124,902363;-0,390707867;-0,511157166;1084;1487;2697,399693;2051,83642;-1,314409017;-0,464244145;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;NA;NA;NA;NA;0;0;0;0;0;0;0;0;81,46681888;82,44689689;86,56315823;70,4483399;30,01936864;35,01805846;39,36550852;49,92589666;91,71707317;102,9334041;93,85598233;107,4800194;27,40671992;37,43435863;68,19822684;51,65378642;0;0;NA;NA;0,194070081;0,3;0,272727273;0,229813665;0,31372549;0,140202;0,626707;0,223712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.382;Spar_2.362;YBR195C;S000000399;MSI1;917;917;12448;14138;13286,46967;16991,39396;-0,09403654;-0,265209033;9093;12404;10984,03374;15770,88207;-0,272552392;-0,346433093;4948;3600;5437,810956;4404,859612;-0,136154239;-0,291025926;6609;5018;9812,218187;8545,982097;-0,570076066;-0,768015154;1;1;1;0,0058;SPAR;NA;0,821;SPAR;NA;0,4926;SPAR;NA;0,4846;SPAR;NA;0,008219402;0,871483393;0,496159015;0,647575595;0;1;0;0;0;0;0;0;83,58191797;92,48261544;89,21216211;111,1470883;59,71915898;64,81733417;65,63047065;79,30794925;95,3558565;92,52493808;115,186621;117,6394621;67,78555175;51,24643862;100,6395255;87,27603566;0;0;0;NA;0,096214511;NA;NA;0,188888889;NA;0,0271548;0,472706;0,0574454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.383;Spar_2.363;YBR196C;S000000400;PGI1;793;793;356010;328444;334601,6278;323992,7337;0,089473042;0,019685893;260322;425940;192373,0262;238217,3573;0,436388758;0,838369014;297259;183921;322477,7205;204485,2757;-0,11747862;-0,152909959;600929;494078;425653,5128;423861,0277;0,497514021;0,221147011;1;1;1;0,5764;SCER;NA;0,0218;SPAR;NA;0,0002;SCER;NA;0,9044;SPAR;NA;0,617810578;0,04137801;0,000243994;0,978495422;0;0;0;1;1;0;0;0;2764,210412;2484,446258;2597,997102;2450,758395;4148,729819;3829,271261;4500,671102;4257,384143;3156,800966;3674,020883;2332,816109;2054,785992;7127,228702;5834,782841;5048,39995;5005,559955;0;0;0;NA;0,054086538;0,173913043;0,047619048;0,072463768;NA;0,000773515;0,291453;0,00265399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.386;Spar_2.365;YBR197C;S000000401;NA;505;505;7300;8930;3034,980381;2808,740941;1,265931612;1,668384603;6462;10127;3139,656388;3992,747958;1,041137882;1,342534116;3674;4049;1840,505377;1864,757502;0,99685864;1,118160421;2894;3897;2494,667912;1933,397082;0,214137374;1,010850117;1;1;1;0,0002;SCER;NA;0,0076;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,000334064;0,016505051;NA;0,000633882;1;0;0;1;0;0;0;1;89,00482913;106,0721917;37,00396914;33,36251043;80,51950596;132,3775682;40,33633744;60,96561638;123,0509842;137,1689496;59,78610468;54,08127221;53,89864756;72,26722787;46,46137753;35,85354054;0;0;0;NA;0,140888208;NA;NA;0,235294118;NA;0,0999699;0,387062;0,258279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.387;Spar_2.366;YBR198C;S000000402;TAF5;1658;1661;48980;51921;44708,43484;50232,79337;0,134250985;0,050295799;27881;36119;22693,86943;26499,5135;0,299575929;0,449385644;15886;11497;16175,2689;13696,39186;-0,023424097;-0,249910211;17952;18457;18945,81841;19140,46429;-0,075122599;-0,049846892;1;1;1;0,1898;SCER;NA;0,0022;SPAR;NA;0,0002;SCER;NA;0,2804;SPAR;NA;0,221960907;0,005523355;0,000243994;0,425816009;0;0;0;1;1;0;0;0;181,8931497;187,8451488;165,7309554;181,4078653;106,0433306;114,4874824;107,7786218;136,1414978;161,7086815;149,0107405;131,3858017;109,1276115;101,8354607;104,2506938;107,2789359;107,9158421;0;0;0;DPN;0,085035431;0,206030151;0,101265823;0,105263158;0,08;0,0181224;0,420989;0,0430472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.388;Spar_2.367;YBR199W;S000000403;KTR4;1276;1276;45838;48174;44229,38402;43706,19252;0,051537803;0,140413955;50359;68427;32057,40742;48198,96928;0,651575525;0,505554554;9321;5950;21082,61091;14068,33538;-1,177410555;-1,241350156;22777;17333;23314,15478;27173,48729;-0,033626929;-0,648648206;1;1;1;0,0442;SCER;NA;0,0002;SPAR;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,056146812;0,000685507;0,000243994;NA;0;0;0;1;1;0;0;0;221,1857147;226,4662535;213,4243743;205,4616238;80,8472331;76,98822227;182,8624223;182,0312799;379,5211114;366,8117229;241,5946085;258,3767659;167,8868059;127,2112238;171,8461158;199,4330222;0;0;0;NA;0,120516499;0,253658537;0,432432432;0,240310078;0,542372881;0,0635494;0,483687;0,131385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.389;Spar_2.368;YBR200W;S000000404;BEM1;1075;1081;15433;20614;16755,86881;17573,9844;-0,110610718;0,238200916;15137;17046;8940,009168;11140,01587;0,767694893;0,621666946;5101;3056;5302,672479;2584,4531;-0,047898924;0,249729281;5915;5295;3533,935041;4558,246356;0,750968212;0,224137619;1;1;1;NA;NA;REPS_DISAGREE;0,9368;SCER;NA;0,0002;SCER;NA;0,4682;SPAR;NA;NA;0,957860787;0,000243994;0,632246015;0;0;0;0;1;0;0;0;88,39424296;115,0258017;95,43881922;97,51758971;52,51703357;46,93565531;54,29000212;39,47271015;135,4069209;108,4626975;79,52831596;70,48983545;51,75079239;46,12749477;30,74705945;39,48884829;0;0;0;NA;0,070652174;0,635658915;0,267857143;0,183856502;0,259259259;0,0137614;0,325066;0,0423341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.391;Spar_2.369;YBR201W;S000000405;DER1;503;503;5430;9359;8235,111798;8345,831298;-0,60074555;0,165279918;7794;10713;7869,494604;9461,842172;-0,013905279;0,179151733;1306;473;2077,50196;1597,643589;-0,669284967;-1,753889368;2200;2155;2326,080432;2075,607695;-0,080361931;0,054128484;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;NA;NA;NA;NA;0;0;0;0;0;0;0;0;66,46820235;111,6099526;100,8057522;99,52679813;28,73614587;15,52569877;45,71136669;52,44038847;149,0053742;145,6832096;150,4486769;128,6690504;41,13631785;40,12191537;43,4938109;38,64378483;0;0;NA;DPN;0,108661417;0,2039801;0,268115942;0,228346457;0,31372549;0,0437101;0,4654;0,0939195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.393;Spar_2.371;YBR202W;S000000406;MCM7;1718;1704;35059;39789;34455,95373;35833,77798;0,013226134;0,139240782;18660;22108;20232,37882;22985,99836;-0,128515661;-0,067989019;16176;13270;16789,44303;12097,74029;-0,065500911;0,121615541;16667;16716;17752,90194;19954,52622;-0,102859829;-0,267277056;1;1;1;0,6234;SCER;NA;0,7936;SPAR;NA;0,0002;SPAR;NA;0,7884;SPAR;NA;0,664530374;0,852345141;0,000243994;0,912401887;0;0;0;0;0;1;0;0;125,6488314;138,9252946;124,5026185;126,1424971;104,2080589;127,5280631;109,0479354;117,2164733;104,4474871;88,02229296;114,1791678;92,26992384;91,24414272;91,119551;97,9874561;109,6665544;0;0;0;OPN;0,083169097;0,215686275;0,313253012;0,335164835;0,14;0,0152724;0,41141;0,037122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.394;Spar_2.372;YBR203W;S000000407;COS111;2266;2272;5486;7668;17601,89438;25079,17839;-1,677908211;-1,705622261;4056;4646;20687,95379;15855,04841;-2,346560511;-1,766846749;643;421;2276,175691;1962,531273;-1,818298037;-2,214320698;665;395;5303,03658;5425,272355;-2,989681669;-3,772574152;1;0;0;0,0002;SPAR;NA;NA;NA;LOW_COV;0,0138;SPAR;NA;NA;NA;LOW_COV;0,000334064;NA;0,015175547;NA;0;1;0;0;0;1;0;0;14,90657902;20,29848665;47,70181282;66,21301953;3,140540476;3,067469057;11,08787198;14,2614027;17,21264282;14,02444492;87,56261568;47,73375796;2,760148567;1,632448759;21,95265312;22,36225452;0;0;NA;NA;0,108273381;NA;NA;NA;NA;0,0405569;0,467525;0,086748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.395;Spar_2.373;YBR204C;S000000408;LDH1;961;961;8693;12188;12483,09251;9338,319263;-0,521998952;0,384190469;11603;14813;7688,477174;9810,531282;0,593664786;0,594411022;2919;1387;4542,266422;2984,61998;-0,63776154;-1,105022978;4969;6958;3585,151491;4379,753269;0,470809418;0,667701045;1;1;1;NA;NA;REPS_DISAGREE;0,2494;SPAR;NA;0,0008;SCER;NA;0,6694;SCER;NA;NA;0,340942775;0,000944419;0,822572914;0;0;0;0;1;0;0;0;55,69656105;76,07649919;79,98022129;58,28861633;33,61739329;23,8292884;52,31183626;51,27664932;116,1064698;105,4352947;76,93544279;69,82895141;48,63135029;67,805263;35,08769531;42,68041424;0;0;0;NA;0,114463177;0,170854271;0,319148936;0,25;NA;0,0598518;0,429743;0,139273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.396;Spar_2.374;YBR205W;S000000409;KTR3;952;952;41062;45716;41007,94079;50283,41026;0,001900551;-0,137380453;35593;52844;26801,83915;39919,75002;0,40924824;0,40462815;12805;11082;16021,9775;12108,82804;-0,323322349;-0,127829929;25666;19313;16054,22301;17909,77948;0,676871976;0,108818857;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;0,000243994;NA;0;0;0;0;1;0;0;0;265,5738069;288,0532219;265,2252171;316,829923;148,8661519;192,1937221;186,2644258;209,9999288;359,5316784;379,6864659;270,7304867;286,8251609;253,5665494;189,9831833;158,6072599;176,1796157;0;0;0;NA;0,098846787;NA;NA;NA;NA;0,037231;0,449592;0,0828106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.397;Spar_2.375;YBR207W;S000000411;FTH1;1000;1000;22679;22590;20353,2132;22647,58287;0,156093186;-0,00367265;18689;28883;17382,00388;23916,9811;0,10458916;0,27217493;7906;5535;6844,663011;4655,845892;0,20794015;0,249490803;14433;9665;8824,167509;9423,017054;0,709775593;0,036576845;1;1;1;NA;NA;REPS_DISAGREE;0,4586;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;NA;0,559354822;NA;NA;0;0;0;0;0;0;0;0;139,638762;135,5057401;125,31896;135,8501973;87,50042002;91,38514922;75,75352039;76,86923888;179,7196566;197,5643962;167,151146;163,5960229;135,7460905;90,51159674;82,99357317;88,2454547;0;0;0;NA;0,085898354;0,14;0,303030303;0,259541985;NA;0,0202048;0,396672;0,0509358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.398;Spar_2.376;YBR208C;S000000412;DUR1,2;4373;4370;33738;39076;9966,835897;15080,85463;1,758074923;1,372515796;10603;14240;4775,742158;6669,752774;1,149519597;1,093138908;5807;3691;413,4833998;700,5440344;3,807665157;2,394806918;12582;11008;968,84451;877,4519975;3,696588581;3,646586096;1;1;1;0,0002;SCER;NA;0,0002;SCER;NA;0,0002;SPAR;NA;0,0002;SPAR;NA;0,000334064;0,000685507;0,000243994;0,000633882;1;0;1;0;0;1;0;1;47,50309926;53,60090041;14,04299273;20,70059996;14,69689788;13,9355004;1,047194592;2,646719922;23,3162552;22,27393219;10,50918289;10,43986014;27,06081814;23,5738932;2,085179108;1,880374262;0;0;0;NA;0,092427819;0,115;0,181303116;0,192307692;0,235294118;0,0191956;0,439521;0,0436739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.406;Spar_2.385;YBR210W;S000000414;ERV15;429;429;10835;12779;6485,534872;7311,658838;0,740312402;0,805419874;10224;12981;4050,806324;5345,421229;1,335463723;1,279867248;3553;4698;1542,999029;2499,783029;1,202771836;0,909973875;6409;4513;1244,132928;1369,976146;2,364024587;1,719202949;1;1;1;0,0002;SCER;NA;0,4376;SCER;NA;0,0002;SCER;NA;0,9348;SPAR;NA;0,000334064;0,537902287;0,000243994;0,989917925;1;0;0;0;1;0;0;0;155,5083496;178,6820965;93,08341474;102,2343977;91,66240397;180,8063672;39,8069689;96,20530203;229,1780736;206,9746891;90,80164222;85,22971244;140,5088562;98,51682556;27,27597047;29,90598294;0;0;0;NA;0,126168224;0,342857143;0,419354839;0,342592593;NA;0,0387037;0,659145;0,058718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.407;Spar_2.386;YBR211C;S000000415;AME1;824;812;10916;10604;8599,111079;7952,806064;0,322984648;0,39386272;9349;15178;6847,482318;9642,198608;0,428017445;0,633328472;2722;1535;1754,783209;1866,773456;0,61191765;-0,303305874;4168;3954;2755,018199;2043,495621;0,575951347;0,930768112;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,0228;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;NA;0,024700671;NA;1;0;0;0;1;0;0;0;81,56773523;77,19407526;65,20506466;58,74931114;36,56067766;30,75665975;23,91763257;37,95679828;109,105706;125,9951181;81,093194;81,2243837;47,57416975;44,93780148;31,91090801;23,56785461;0;0;0;NA;0,120123203;0,154228856;0,292929293;0,459183673;0,274509804;0,0435182;0,548191;0,0793851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.409;Spar_2.389;YBR213W;S000000417;MET8;746;746;7552;7748;5466,93198;5020,004127;0,466054491;0,626034233;6172;9675;3373,506657;5680,368896;0,871295192;0,768172188;3351;4155;1613,593755;672,3206776;1,053850932;2,625829979;4551;4565;842,9374041;1289,904481;2,431292656;1,822548605;1;1;1;0,0002;SCER;NA;0,0002;SCER;NA;0,0218;SCER;NA;0,0002;SPAR;NA;0,000334064;0,000685507;0,023667469;0,000633882;1;0;1;0;1;0;0;1;62,33116478;62,30060243;45,12203137;40,36487972;49,71516991;91,95814474;23,93900668;14,87961263;79,56033551;88,711215;43,48628021;52,08397173;57,3771176;57,30655777;10,62740465;16,19276794;0;0;0;NA;0,099514563;NA;NA;NA;NA;0,0377887;0,412659;0,0915736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.410;Spar_2.390;YBR214W;S000000418;SDS24;1281;1284;12741;14040;11112,39222;13924,60615;0,200667222;0,015280289;19758;28256;12167,14288;10020,94712;0,702775662;1,498820201;5338;3747;3669,917297;3292,052973;0,543803664;0,19006996;17771;23476;17490,41763;12759,33644;0,026333553;0,882956425;1;1;1;0,8012;SCER;NA;0,1648;SCER;NA;0,0002;SCER;NA;0,0002;SPAR;NA;0,828333844;0,240138462;0,000243994;0,000633882;0;0;0;0;1;0;0;1;61,24018229;65,74450194;53,28762177;65,0513498;46,11930642;48,29393169;31,63311809;42,33073169;148,3212467;150,8787;91,12406817;53,38387907;130,4768479;171,6237311;128,1167387;93,06051109;0;0;0;NA;0,091424968;0,060301508;0,096385542;0,17679558;0,08;0,0109519;0,44349;0,0246948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.411;Spar_2.391;YBR215W;S000000419;HPC2;1561;1564;18251;20505;22151,38948;25763,99508;-0,27663779;-0,326596242;11533;15322;13126,79509;16225,20852;-0,183961723;-0,079857177;9627;6722;10182,78509;6519,595417;-0,078195857;0,046871417;8139;10335;11259,0829;9759,568272;-0,465346774;0,0854109;1;1;1;0,0002;SPAR;NA;0,0018;SCER;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;0,004637255;0,000243994;NA;0;1;1;0;1;0;0;0;71,98895193;78,79494054;87,20633297;98,81317976;68,25608843;71,09738136;72,05773029;68,82367851;71,04751706;67,13962886;80,71076679;70,96103145;49,03869051;62,00260636;67,70753255;58,43811865;0;0;0;NA;0,135422199;0,149253731;0,382352941;0,606299213;0,294117647;0,0840851;0,405328;0,20745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.412;Spar_2.392;YBR216C;S000000420;YBP1;1770;1758;20328;27927;19853,33408;21385,13818;0,024270987;0,375221982;12664;15440;13166,63625;16990,43512;-0,0659636;-0,147855811;6287;2254;5216,95031;2651,98756;0,259303722;-0,244304767;7798;5600;4801,542175;7412,884627;0,689676578;-0,414359526;1;1;1;0,3466;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,388981946;NA;0,000243994;NA;0;0;0;0;0;1;0;0;70,71368579;94,6438678;69,53418683;72,96785944;39,31185359;21,02512786;32,84343546;24,90614981;68,80296458;59,66785297;72,02205069;66,10769453;41,43627281;29,62900919;25,68813627;39,4885092;0;0;0;NA;0,123517787;0,175;0,117647059;0,286956522;NA;0,0571077;0,465381;0,122712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.413;Spar_2.393;YBR217W;S000000421;ATG12;418;418;4824;4192;4408,656141;5831,859283;0,129862782;-0,476220439;3938;4661;3538,934069;5777,417835;0,154106926;-0,309725524;662;326;422,5598647;269,1298665;0,64644298;0,275637478;533;670;241,1441181;955,438463;1,140973783;-0,511359383;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;NA;NA;NA;NA;0;0;0;0;0;0;0;0;71,05802069;60,1570393;64,94021845;83,68915263;17,52810779;12,87654407;11,18826417;10,63015503;90,59598392;76,27271441;81,41523972;94,54180231;11,99282914;15,01069805;5,425891571;21,40566907;0;0;NA;NA;0,117857143;0,175;0,147058824;0,231511254;NA;0,033928;0,649272;0,0522554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.414;Spar_2.394;NA;NA;NA;1730;1947;72078;80647;120893,3852;141035,5173;-0,575615494;-0,635877247;33773;37179;39559,67049;58109,12602;-0,057672977;-0,473781967;38606;34945;63159,08508;52358,35874;-0,539669816;-0,412839251;59148;45586;71246,3498;74416,18677;-0,098001727;-0,536532535;1;1;1;0,0002;SPAR;NA;0,5048;SCER;NA;0,0004;SCER;NA;0,0002;SCER;NA;0,000334064;0,600831404;0,000478845;0,000633882;0;1;0;0;1;0;1;0;256,530326;279,6298792;382,3141632;434,5111849;246,9801391;333,5008474;359,021641;443,9908878;187,7297288;147,0002193;195,3872543;204,1478325;321,5619697;246,7673806;344,1655421;357,9347211;0;0;NA;NA;0,07001694;NA;NA;NA;NA;0,00443395;0,359904;0,0123198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.416;Spar_2.395;YBR220C;S000000424;NA;1434;1434;27313;28946;22317,02403;22784,54621;0,291431304;0,345294883;21767;27144;11857,94086;15153,37599;0,876233696;0,840952036;6567;4340;5174,593474;3870,631787;0,343729824;0,165085671;10696;7902;5665,819767;6389,051616;0,916595023;0,306572823;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,4388;SPAR;NA;0,000334064;NA;0,000243994;0,600979766;1;0;0;0;1;0;0;0;117,274163;121,0823575;95,82325738;95,30806407;50,68403623;49,96876069;39,93722032;44,56425922;145,9684317;129,4765374;79,51876832;72,28141222;70,15246926;51,60481698;37,16073738;41,72435324;0;0;0;NA;0,099881094;0,196172249;0,314285714;0,363207547;0,307692308;0,0219495;0,496395;0,0442178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.417;Spar_2.396;YBR221C;S000000425;PDB1;733;733;125342;116261;86804,40618;82784,41365;0,530024628;0,489931132;83359;112730;52548,75376;69231,10625;0,665671274;0,703371153;83312;54438;77146,92594;47233,80353;0,110914257;0,204790309;109097;105399;81146,06276;79499,06935;0,427013874;0,406846843;1;1;1;0,0002;SCER;NA;0,0016;SPAR;NA;0,0002;SCER;NA;0,0002;SPAR;NA;0,000334064;0,004185841;0,000243994;0,000633882;1;0;0;1;1;0;0;1;1052,869959;951,4183888;729,1579177;677,4590027;1257,931271;1226,18553;1164,837651;1063,905192;1093,598831;1051,966509;689,3947347;646,046351;1399,843719;1346,588446;1041,20009;1015,688273;0;0;0;NA;0,07;0,085;0,088669951;0,163636364;0,117647059;0,00724697;0,316951;0,0228646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.419;Spar_2.398;YBR222C;S000000426;PCS60;1138;1138;21539;22259;17004,81654;13241,77443;0,34098997;0,749248187;17342;28092;7255,42112;9909,297902;1,257023389;1,503210365;14052;10345;13645,96069;7646,513734;0,042298461;0,436010399;25050;30537;12385,84479;12959,09856;1,016059447;1,23652889;1;1;1;0,0002;SCER;NA;0,0024;SPAR;NA;0,0002;SCER;NA;0,0002;SPAR;NA;0,000334064;0,005962185;0,000243994;0,000633882;1;0;0;1;1;0;0;1;116,5374103;117,3288595;92,00543629;69,7978973;136,6624514;150,0880908;132,712736;110,9366878;146,5434581;168,8522216;61,30979709;59,56168891;207,0313849;251,2965204;102,3656128;106,643625;0;0;0;NA;0,089515635;0,277227723;0,251968504;0,183908046;0,196078431;0,0104344;0,48128;0,0216805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.420;Spar_2.399;YBR223C;S000000427;TDP1;1503;1503;8378;9009;11440,68585;13615,94239;-0,449449659;-0,59580378;6568;9954;8936,54472;14273,06481;-0,44420479;-0,519903007;1789;1431;1345,333794;1277,106894;0,410923449;0,164022992;1879;1374;2893,729418;2314,571571;-0,622695838;-0,751936731;1;0;0;0,0002;SPAR;NA;NA;NA;LOW_COV;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,000334064;NA;NA;NA;0;1;0;0;0;0;0;0;34,32127904;35,95498136;46,8680495;54,34093926;13,17360653;15,71949729;9,906535948;14,02885586;42,02267355;45,30071295;57,17684249;64,9568025;11,75813707;8,561110847;18,10796548;14,42161848;0;0;NA;DPN;0,150550796;NA;NA;0,346153846;NA;0,0883086;0,54904;0,160842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_2.422;Spar_2.401;YBR225W;S000000429;NA;2196;2184;11477;12359;9353,888879;9128,904302;0,28717366;0,429101902;5846;6917;5832,398928;6324,499025;-0,004545346;0,121270516;3378;2777;3057,760167;2017,97001;0,135744161;0,45252192;5255;4586;7285,539994;6668,468365;-0,479173837;-0,547926057;1;1;1;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0968;SPAR;NA;0,000334064;NA;0,000243994;0,174084913;1;0;0;0;0;1;0;0;32,17941426;33,75922422;26,3708041;25,07289237;17,02474584;20,87860818;15,49535512;15,25513509;25,59976574;21,54526406;25,68053715;19,80796578;22,50666277;19,55708317;31,37471805;28,59406034;0;0;0;NA;0,114106352;NA;NA;NA;NA;0,0389252;0,475537;0,0818552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
